<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20220120,100600,72477.9843750,76500.0000000,76700.0000000,75900.0000000,9708168
20220120,100700,72477.9843750,76500.0000000,76700.0000000,75900.0000000,9708168
20220121,100100,71625.3046875,75600.0000000,75800.0000000,74700.0000000,15774888
20220121,100200,71625.3046875,75600.0000000,75800.0000000,74700.0000000,15774888
20220121,100300,71625.3046875,75600.0000000,75800.0000000,74700.0000000,15774888
20220121,100400,71625.3046875,75600.0000000,75800.0000000,74700.0000000,15774888
20220121,100500,71625.3046875,75600.0000000,75800.0000000,74700.0000000,15774888
20220121,100600,71625.3046875,75600.0000000,75800.0000000,74700.0000000,15774888
20220121,100700,71625.3046875,75600.0000000,75800.0000000,74700.0000000,15774888
20220124,100100,71151.5937500,75100.0000000,75800.0000000,74700.0000000,13691134
20220124,100200,71151.5937500,75100.0000000,75800.0000000,74700.0000000,13691134
20220124,100300,71151.5937500,75100.0000000,75800.0000000,74700.0000000,13691134
20220124,100400,71151.5937500,75100.0000000,75800.0000000,74700.0000000,13691134
20220124,100500,71151.5937500,75100.0000000,75800.0000000,74700.0000000,13691134
20220124,100600,71151.5937500,75100.0000000,75800.0000000,74700.0000000,13691134
20220124,100700,71151.5937500,75100.0000000,75800.0000000,74700.0000000,13691134
20220125,100100,70109.4296875,74000.0000000,75000.0000000,73200.0000000,17766704
20220125,100200,70109.4296875,74000.0000000,75000.0000000,73200.0000000,17766704
20220125,100300,70109.4296875,74000.0000000,75000.0000000,73200.0000000,17766704
20220125,100400,70109.4296875,74000.0000000,75000.0000000,73200.0000000,17766704
20220125,100500,70109.4296875,74000.0000000,75000.0000000,73200.0000000,17766704
20220125,100600,70109.4296875,74000.0000000,75000.0000000,73200.0000000,17766704
20220125,100700,70109.4296875,74000.0000000,75000.0000000,73200.0000000,17766704
20220126,100100,70109.4296875,74000.0000000,74000.0000000,74000.0000000,0
20220126,100200,70109.4296875,74000.0000000,74000.0000000,74000.0000000,0
20220126,100300,70109.4296875,74000.0000000,74000.0000000,74000.0000000,0
20220126,100400,70109.4296875,74000.0000000,74000.0000000,74000.0000000,0
20220126,100500,70109.4296875,74000.0000000,74000.0000000,74000.0000000,0
20220126,100600,70109.4296875,74000.0000000,74000.0000000,74000.0000000,0
20220126,100700,70109.4296875,74000.0000000,74000.0000000,74000.0000000,0
20220127,100100,67551.3671875,71300.0000000,74000.0000000,71300.0000000,22274777
20220127,100200,67551.3671875,71300.0000000,74000.0000000,71300.0000000,22274777
20220127,100300,67551.3671875,71300.0000000,74000.0000000,71300.0000000,22274777
20220127,100400,67551.3671875,71300.0000000,74000.0000000,71300.0000000,22274777
20220127,100500,67551.3671875,71300.0000000,74000.0000000,71300.0000000,22274777
20220127,100600,67551.3671875,71300.0000000,74000.0000000,71300.0000000,22274777
20220127,100700,67551.3671875,71300.0000000,74000.0000000,71300.0000000,22274777
20220128,100100,69446.2109375,73300.0000000,73700.0000000,71200.0000000,21367447
20220128,100200,69446.2109375,73300.0000000,73700.0000000,71200.0000000,21367447
20220128,100300,69446.2109375,73300.0000000,73700.0000000,71200.0000000,21367447
20220128,100400,69446.2109375,73300.0000000,73700.0000000,71200.0000000,21367447
20220128,100500,69446.2109375,73300.0000000,73700.0000000,71200.0000000,21367447
20220128,100600,69446.2109375,73300.0000000,73700.0000000,71200.0000000,21367447
20220128,100700,69446.2109375,73300.0000000,73700.0000000,71200.0000000,21367447
20220203,100100,69446.2109375,73300.0000000,74900.0000000,73300.0000000,17744721
20220203,100200,69446.2109375,73300.0000000,74900.0000000,73300.0000000,17744721
20220203,100300,69446.2109375,73300.0000000,74900.0000000,73300.0000000,17744721
20220203,100400,69446.2109375,73300.0000000,74900.0000000,73300.0000000,17744721
20220203,100500,69446.2109375,73300.0000000,74900.0000000,73300.0000000,17744721
20220203,100600,69446.2109375,73300.0000000,74900.0000000,73300.0000000,17744721
20220203,100700,69446.2109375,73300.0000000,74900.0000000,73300.0000000,17744721
20220204,100100,70109.4296875,74000.0000000,74600.0000000,73400.0000000,12730034
20220204,100200,70109.4296875,74000.0000000,74600.0000000,73400.0000000,12730034
20220204,100300,70109.4296875,74000.0000000,74600.0000000,73400.0000000,12730034
20220204,100400,70109.4296875,74000.0000000,74600.0000000,73400.0000000,12730034
20220204,100500,70109.4296875,74000.0000000,74600.0000000,73400.0000000,12730034
20220204,100600,70109.4296875,74000.0000000,74600.0000000,73400.0000000,12730034
20220204,100700,70109.4296875,74000.0000000,74600.0000000,73400.0000000,12730034
20220207,100100,69161.9921875,73000.0000000,73600.0000000,72400.0000000,14240838
20220207,100200,69161.9921875,73000.0000000,73600.0000000,72400.0000000,14240838
20220207,100300,69161.9921875,73000.0000000,73600.0000000,72400.0000000,14240838
20220207,100400,69161.9921875,73000.0000000,73600.0000000,72400.0000000,14240838
20220207,100500,69161.9921875,73000.0000000,73600.0000000,72400.0000000,14240838
20220207,100600,69161.9921875,73000.0000000,73600.0000000,72400.0000000,14240838
20220207,100700,69161.9921875,73000.0000000,73600.0000000,72400.0000000,14240838
20220208,100100,69161.9921875,73000.0000000,73000.0000000,73000.0000000,0
20220208,100200,69161.9921875,73000.0000000,73000.0000000,73000.0000000,0
20220208,100300,69161.9921875,73000.0000000,73000.0000000,73000.0000000,0
20220208,100400,69161.9921875,73000.0000000,73000.0000000,73000.0000000,0
20220208,100500,69161.9921875,73000.0000000,73000.0000000,73000.0000000,0
20220208,100600,69161.9921875,73000.0000000,73000.0000000,73000.0000000,0
20220208,100700,69161.9921875,73000.0000000,73000.0000000,73000.0000000,0
20220209,100100,69161.9921875,73000.0000000,73000.0000000,73000.0000000,0
20220209,100200,69161.9921875,73000.0000000,73000.0000000,73000.0000000,0
20220209,100300,69161.9921875,73000.0000000,73000.0000000,73000.0000000,0
20220209,100400,69161.9921875,73000.0000000,73000.0000000,73000.0000000,0
20220209,100500,69161.9921875,73000.0000000,73000.0000000,73000.0000000,0
20220209,100600,69161.9921875,73000.0000000,73000.0000000,73000.0000000,0
20220209,100700,69161.9921875,73000.0000000,73000.0000000,73000.0000000,0
20220210,100100,71435.8203125,75400.0000000,75800.0000000,74700.0000000,17746033
20220210,100200,71435.8203125,75400.0000000,75800.0000000,74700.0000000,17746033
20220210,100300,71435.8203125,75400.0000000,75800.0000000,74700.0000000,17746033
20220210,100400,71435.8203125,75400.0000000,75800.0000000,74700.0000000,17746033
20220210,100500,71435.8203125,75400.0000000,75800.0000000,74700.0000000,17746033
20220210,100600,71435.8203125,75400.0000000,75800.0000000,74700.0000000,17746033
20220210,100700,71435.8203125,75400.0000000,75800.0000000,74700.0000000,17746033
20220211,100100,70962.1093750,74900.0000000,75500.0000000,74600.0000000,12205407
20220211,100200,70962.1093750,74900.0000000,75500.0000000,74600.0000000,12205407
20220211,100300,70962.1093750,74900.0000000,75500.0000000,74600.0000000,12205407
20220211,100400,70962.1093750,74900.0000000,75500.0000000,74600.0000000,12205407
20220211,100500,70962.1093750,74900.0000000,75500.0000000,74600.0000000,12205407
20220211,100600,70962.1093750,74900.0000000,75500.0000000,74600.0000000,12205407
20220211,100700,70962.1093750,74900.0000000,75500.0000000,74600.0000000,12205407
20220214,100100,69825.2031250,73700.0000000,74500.0000000,73100.0000000,13993255
20220214,100200,69825.2031250,73700.0000000,74500.0000000,73100.0000000,13993255
20220214,100300,69825.2031250,73700.0000000,74500.0000000,73100.0000000,13993255
20220214,100400,69825.2031250,73700.0000000,74500.0000000,73100.0000000,13993255
20220214,100500,69825.2031250,73700.0000000,74500.0000000,73100.0000000,13993255
20220214,100600,69825.2031250,73700.0000000,74500.0000000,73100.0000000,13993255
20220214,100700,69825.2031250,73700.0000000,74500.0000000,73100.0000000,13993255
20220215,100100,69825.2031250,73700.0000000,74200.0000000,73100.0000000,9320365
20220215,100200,69825.2031250,73700.0000000,74200.0000000,73100.0000000,9320365
20220215,100300,69825.2031250,73700.0000000,74200.0000000,73100.0000000,9320365
20220215,100400,69825.2031250,73700.0000000,74200.0000000,73100.0000000,9320365
20220215,100500,69825.2031250,73700.0000000,74200.0000000,73100.0000000,9320365
20220215,100600,69825.2031250,73700.0000000,74200.0000000,73100.0000000,9320365
20220215,100700,69825.2031250,73700.0000000,74200.0000000,73100.0000000,9320365
20220216,100100,70867.3593750,74800.0000000,74900.0000000,74200.0000000,10767386
20220216,100200,70867.3593750,74800.0000000,74900.0000000,74200.0000000,10767386
20220216,100300,70867.3593750,74800.0000000,74900.0000000,74200.0000000,10767386
20220216,100400,70867.3593750,74800.0000000,74900.0000000,74200.0000000,10767386
20220216,100500,70867.3593750,74800.0000000,74900.0000000,74200.0000000,10767386
20220216,100600,70867.3593750,74800.0000000,74900.0000000,74200.0000000,10767386
20220216,100700,70867.3593750,74800.0000000,74900.0000000,74200.0000000,10767386
